date,favorite,underdog,spread,model_name,model_type,probability,predicted_cover,actual_cover,correct,week,Date,Favorite,Underdog,Fav. Odds,Dog Odds,fav_implied_prob,dog_implied_prob,model_fav_prob,model_dog_prob,regressed_fav_prob,regressed_dog_prob,fav_predictive_edge,dog_predictive_edge,best_edge,best_side,regressed_prediction,regressed_correct
2025-10-23,Golden State,Denver,2.5,random_forest,Home Favorite,0.4609075317057592,0.0,1,False,43,2025-10-23,Golden State,Denver,-110,-110,0.5238095238095238,0.5238095238095238,0.4609075317057592,0.5390924682942408,0.5017938265732063,0.5291585543791748,-0.022015697236317577,0.00534903056965097,0.00534903056965097,underdog,1,1
2025-10-24,Toronto,Milwaukee,1.5,random_forest,Home Favorite,0.4504169515669515,0.0,0,True,43,2025-10-24,Toronto,Milwaukee,-107,102,0.5169082125603864,0.49504950495049505,0.4504169515669515,0.5495830484330485,0.4936362712126843,0.5141362451693887,-0.023271941347702163,0.019086740218893672,0.019086740218893672,underdog,0,1
2025-10-24,Orlando,Atlanta,4.5,random_forest,Home Favorite,0.5251192182966377,1.0,0,False,43,2025-10-24,Orlando,Atlanta,-107,105,0.5169082125603864,0.4878048780487805,0.5251192182966377,0.47488078170336234,0.5197820645680744,0.4832814443278841,0.0028738520076879714,-0.004523433720896364,0.0028738520076879714,favorite,1,0
2025-10-24,Cleveland,Brooklyn,11.5,random_forest,Away Favorite,0.5048674379645471,1.0,0,False,43,2025-10-24,Cleveland,Brooklyn,-106,-103,0.5145631067961165,0.5073891625615764,0.5048674379645471,0.49513256203545286,0.5111696227050673,0.5030993523774332,-0.003393484091049226,-0.004289810184143206,-0.003393484091049226,favorite,1,0
2025-10-24,New York,Boston,3.5,random_forest,Home Favorite,0.3924548674853063,0.0,1,False,43,2025-10-24,New York,Boston,-110,-110,0.5238095238095238,0.5238095238095238,0.3924548674853063,0.6075451325146937,0.4778353940960477,0.5531169868563333,-0.04597412971347614,0.029307463046809423,0.029307463046809423,underdog,0,0
2025-10-24,Houston,Detroit,6.5,random_forest,Home Favorite,0.477605175145221,0.0,0,True,43,2025-10-24,Houston,Detroit,103,-106,0.49261083743842365,0.5145631067961165,0.477605175145221,0.522394824854779,0.4873588556358027,0.5173042081166483,-0.005251981802620931,0.002741101320531847,0.002741101320531847,underdog,0,1
2025-10-24,Memphis,Miami,2.5,random_forest,Home Favorite,0.4735510686786332,0.0,0,True,43,2025-10-24,Memphis,Miami,-106,101,0.5145631067961165,0.4975124378109453,0.4735510686786332,0.5264489313213667,0.5002088934549973,0.5076402105395927,-0.014354213341119193,0.010127772728647455,0.010127772728647455,underdog,1,0
2025-10-24,San Antonio,New Orleans,4.5,random_forest,Away Favorite,0.6135540862290864,1.0,0,False,43,2025-10-24,San Antonio,New Orleans,-110,-110,0.5238095238095238,0.5238095238095238,0.6135540862290864,0.38644591377091364,0.5552201206563707,0.47573226029601023,0.03141059684684688,-0.0480772635135136,0.03141059684684688,favorite,1,0
2025-10-24,Dallas,Washington,9.5,random_forest,Home Favorite,0.4146665849175195,0.0,0,True,43,2025-10-24,Dallas,Washington,-110,-110,0.5238095238095238,0.5238095238095238,0.4146665849175195,0.5853334150824805,0.4856094951973223,0.5453428857550586,-0.03820002861220151,0.02153336194553479,0.02153336194553479,underdog,0,1
2025-10-24,Minnesota,La Lakers,2.5,random_forest,Away Favorite,0.5353654701666872,1.0,0,False,43,2025-10-24,Minnesota,La Lakers,106,-112,0.4854368932038835,0.5283018867924528,0.5353654701666872,0.46463452983331277,0.5029118951408649,0.5060183118567538,0.01747500193698137,-0.02228357493569899,0.01747500193698137,favorite,1,0
